family_income_category,parent_education_level,prior_academic_performance,school_resources_rating,distance_to_school_km,transportation_access,special_education_needs,language_barrier,family_support,peer_influence,extracurricular_participation,school_climate,attendance_rate,dropout_probability
Low Income,Graduate,2.5213894976001527,Excellent,9.089250884132435,Bus,None,Minor,None,Negative,Some,Toxic,83.86054698913318,0.9037894146650005
Wealthy,High School,,,22.819265137873536,Car,Mild,Minor,High,Negative,Active,Poor,53.05225840495339,0.1055666056135548
Wealthy,High School,3.8165800537331354,Fair,3.4238009942380105,Walk,Mild,Major,Low,Positive,None,Excellent,55.32231384937434,0.692193400556965
Wealthy,High School,2.769203975026943,Fair,29.640703734500715,None,Severe,Minor,Moderate,Neutral,Some,Toxic,77.74752355691788,0.2546491424654632
Upper Middle,High School,3.016049948680335,Poor,10.903653211332022,Car,Mild,,Moderate,Neutral,Active,Excellent,94.44859014634325,0.9121406893181352
Below Poverty,Bachelor,2.49580121106876,,14.299464810223654,Car,,Major,High,Neutral,Active,Poor,,0.38946174424250224
Low Income,Graduate,2.0769865371401917,Poor,7.221861332341502,Walk,Mild,None,Moderate,Negative,Some,Toxic,63.53529763948824,0.015818764711697297
Below Poverty,Less than HS,3.7503361924685663,Excellent,4.796133276151792,Walk,None,Minor,None,Positive,None,Excellent,,0.6433317634137752
Wealthy,Graduate,3.3297272199962693,Fair,,Car,Moderate,Minor,High,Negative,None,Toxic,,0.1679829614342716
Middle Class,Graduate,3.540308870690515,,26.76617939850272,Bus,Severe,Minor,None,Negative,Active,Toxic,55.4498930151865,0.870252201326827
Wealthy,Bachelor,3.805638733765316,Poor,14.072877577603892,Bus,None,Major,Low,Positive,None,Excellent,97.07253472036082,0.1909475096865556
